iter	Logloss
175	0.04683595442
176	0.04628627683
177	0.04586180421
178	0.04544664184
179	0.04503016629
180	0.04459530377
181	0.04424708137
182	0.0439793127
183	0.04383417822
184	0.04340626308
185	0.04274261298
186	0.04237819912
187	0.04216509573
188	0.04197129635
189	0.04188849061
190	0.04169435267
191	0.04135651609
192	0.04115921888
193	0.04086696906
194	0.04043883424
195	0.04015693424
196	0.03996053461
197	0.03980105289
198	0.03943801692
199	0.03923386799
200	0.03915000302
201	0.03898173016
202	0.03862335833
203	0.03835181572
204	0.03798588825
205	0.03781585675
206	0.03744523332
207	0.03702119733
208	0.03673936584
209	0.03661289874
210	0.03639035925
211	0.03619581969
212	0.03597805728
213	0.03580639896
214	0.03528833345
215	0.0349937988
216	0.03484947836
217	0.03456676064
218	0.03444197868
219	0.03434712521
220	0.0340753184
221	0.03381472056
222	0.03353228629
223	0.03324823211
224	0.03309069707
225	0.03295905248
226	0.03270251697
227	0.03255041949
228	0.0324250221
229	0.0322857241
230	0.03220282273
231	0.03208897866
232	0.03188310133
233	0.0315565344
234	0.0313533482
235	0.03114259837
236	0.03106163193
237	0.03085581604
238	0.03069085424
239	0.03036262503
240	0.03007789502
241	0.02986504079
242	0.02960627173
243	0.02943129316
244	0.02919793927
245	0.02910401452
246	0.0289104449
247	0.02867378528
248	0.02858374683
249	0.02837838517
250	0.02830276242
251	0.02818846509
252	0.02788504726
253	0.02781337916
254	0.02760899263
255	0.02738826988
256	0.02718110043
257	0.02690926941
258	0.02677944828
259	0.02648974991
260	0.02639130056
261	0.02616695803
262	0.02591215136
263	0.02581585666
264	0.02551216028
265	0.02535813561
266	0.02519866981
267	0.025120985
268	0.02498752284
269	0.0247077175
270	0.02450113875
271	0.02436384414
272	0.02425777458
273	0.02412614631
274	0.02406727576
275	0.02388879784
276	0.02368482466
277	0.02353567047
278	0.02348031936
279	0.02329537602
280	0.02315406243
281	0.02295483087
282	0.02287916964
283	0.02281885959
284	0.0226745595
285	0.02250909717
286	0.02232021685
287	0.02219552557
288	0.02208061067
289	0.02195001707
290	0.02173518466
291	0.02168581085
292	0.0215180746
293	0.02146419705
294	0.02134200861
295	0.02118067449
296	0.02098433222
297	0.02086846963
298	0.02077802469
299	0.02072482798
300	0.02063628675
301	0.02056236666
302	0.02038998839
303	0.02031978422
304	0.02009668609
305	0.02000454776
306	0.01989139269
307	0.01984403977
308	0.01978671575
309	0.01966060958
310	0.01958583236
311	0.01953409627
312	0.01940583762
313	0.01924587443
314	0.01914501835
315	0.01897662385
316	0.01887458201
317	0.01871667593
318	0.01862422149
319	0.01854292769
320	0.018457971
321	0.01841608728
322	0.01831339386
323	0.01824594127
324	0.01816986659
325	0.01811758199
326	0.01807715351
327	0.01798282178
328	0.01784744474
329	0.01781279481
330	0.0177709105
331	0.01764060331
332	0.01753118846
333	0.01748221321
334	0.01738567938
335	0.01733587598
336	0.01730516465
337	0.01716666291
338	0.01712469809
339	0.01699863917
340	0.01696709503
341	0.0169294767
342	0.01683527419
343	0.0168046911
344	0.01673789675
345	0.01663298638
346	0.0165402942
347	0.01645184239
348	0.01635117687
349	0.01631291518
350	0.01625887553
351	0.01613403462
352	0.0160699011
353	0.01602682947
354	0.01598255683
355	0.01586451111
356	0.01577482621
357	0.01571430482
358	0.01562948216
359	0.01558898803
360	0.01553602455
361	0.01545841805
362	0.01538759124
363	0.01532956483
364	0.01527290548
365	0.01522941866
366	0.01515709492
367	0.0150714589
368	0.01496540087
369	0.01490924432
370	0.01486109301
371	0.01484112753
372	0.01480861693
373	0.01477473724
374	0.01472084699
375	0.01465175258
376	0.01457106752
377	0.01452853254
378	0.01444716734
379	0.01441120833
380	0.01431807896
381	0.01425234481
382	0.01419064377
383	0.01416359815
384	0.01413336181
385	0.01409409997
386	0.0140031689
387	0.01390874266
388	0.01381744538
389	0.01372309182
390	0.01363242284
391	0.01358154691
392	0.01355276643
393	0.01352108708
394	0.01346173553
395	0.01336405047
396	0.01328134551
397	0.01325750198
398	0.01322818721
399	0.0131688714
400	0.01312138211
401	0.01310475603
402	0.01305831624
403	0.01297615108
404	0.01291827681
405	0.01284529017
406	0.01278426353
407	0.0127562274
408	0.01269088859
409	0.01263762358
410	0.0126149954
411	0.0125599027
412	0.01251057979
413	0.01246278044
414	0.0124292733
415	0.01235737725
416	0.01226852649
417	0.01222769668
418	0.01219493484
419	0.01212099965
420	0.01205104935
421	0.01197606101
422	0.01194453015
423	0.0118736494
424	0.01184564625
425	0.01182094554
426	0.0117502609
427	0.01172426995
428	0.01167808492
429	0.01165023633
430	0.01160489515
431	0.01158786333
432	0.0115160901
433	0.01146893285
434	0.01144110216
435	0.01139856336
436	0.01134706895
437	0.01126528709
438	0.01120202821
439	0.01114171674
440	0.01109042815
441	0.01104561005
442	0.01102584843
443	0.01098333641
444	0.01092772719
445	0.01090154554
446	0.01083710724
447	0.01078040949
448	0.01072766208
449	0.01066865535
450	0.01063327266
451	0.01059341159
452	0.01056228512
453	0.01051304303
454	0.0104386252
455	0.01037614458
456	0.01032172363
457	0.01030142003
458	0.01027016091
459	0.01020908454
460	0.01015004581
461	0.01012670385
462	0.01009122336
463	0.01006854915
464	0.009997842726
465	0.009932220498
466	0.009895091798
467	0.009855246766
468	0.00981824542
469	0.009783068021
470	0.00975357621
471	0.009720488942
472	0.009680545883
473	0.009636026672
474	0.0095837713
475	0.009538502389
476	0.009510101316
477	0.009475220168
478	0.009457553552
479	0.009426372193
480	0.009390351873
481	0.009333989759
482	0.009303461257
483	0.009277619103
484	0.009234463657
485	0.009202189555
486	0.009161749688
487	0.009126957114
488	0.009109070323
489	0.009076203982
490	0.009030481231
491	0.009006247295
492	0.008965051901
493	0.008925862536
494	0.008894783943
495	0.008865869319
496	0.008820485217
497	0.008793260597
498	0.008770288602
499	0.008749706304
500	0.008717466615
501	0.008655729557
502	0.008612898839
503	0.00855034287
504	0.008523879646
505	0.008500721149
506	0.008458715885
507	0.008414410708
508	0.00836039737
509	0.008314716923
510	0.008268232316
511	0.008231309383
512	0.008190353194
513	0.008162903075
514	0.008121964384
515	0.008108607746
516	0.008071532673
517	0.008035034097
518	0.008001234104
519	0.00796279497
520	0.00794861593
521	0.007908157713
522	0.00787489693
523	0.007837910977
524	0.007814956731
525	0.00777294232
526	0.007763288774
527	0.00774733423
528	0.007710914668
529	0.007677453581
530	0.007655822044
531	0.007612717312
532	0.007590185705
533	0.007560760597
534	0.007521894566
535	0.007497702782
536	0.007479377086
537	0.007466906577
538	0.007422026891
539	0.007381470196
540	0.007345915349
541	0.007311538093
542	0.007280638849
543	0.007247177243
544	0.007207968652
545	0.007164736922
546	0.00712473286
547	0.007098454036
548	0.007068710887
549	0.00703192614
550	0.007000360847
551	0.006979681182
552	0.006942378534
553	0.006917219029
554	0.006881221476
555	0.006861232599
556	0.006831441411
557	0.006804143221
558	0.00676971214
559	0.006741776164
560	0.00671117157
561	0.006685392802
562	0.006654581834
563	0.006628954111
564	0.006610236365
565	0.006579548502
566	0.006546409138
567	0.006516843506
568	0.006500589532
569	0.006475138094
570	0.006459033839
571	0.00644568325
572	0.006433285313
573	0.006389443863
574	0.006372463364
575	0.006346167105
576	0.006322226809
577	0.006305684167
578	0.006278016152
579	0.006262988466
580	0.006232995148
581	0.006198855911
582	0.006171012012
583	0.00615529799
584	0.006126532482
585	0.006111815702
586	0.006079411689
587	0.006055307705
588	0.006036929556
589	0.006023110497
590	0.006006842443
591	0.005985420096
592	0.005965268566
593	0.005943529929
594	0.005912126597
595	0.005898116822
596	0.00588648014
597	0.005858923273
598	0.005832366664
599	0.005809111929
600	0.005794977859
601	0.005768955364
602	0.005745478129
603	0.00571934656
604	0.00569140272
605	0.005670111546
606	0.005644583247
607	0.005624937288
608	0.0055971936
609	0.005575609523
610	0.005563443982
611	0.005551665368
612	0.005523667486
613	0.005492942592
614	0.005468936742
615	0.005447667083
616	0.00542785528
617	0.005408334319
618	0.005374711414
619	0.005355559689
620	0.005333237653
621	0.005307200451
622	0.005288446699
623	0.00526875684
624	0.005247101623
625	0.005228723323
626	0.005203758099
627	0.005189201208
628	0.005172938937
629	0.005152004043
630	0.005140430409
631	0.005116056507
632	0.005095956183
633	0.005084944407
634	0.005073169629
635	0.005052975109
636	0.005035845072
637	0.005019934085
638	0.005005297544
639	0.004989335038
640	0.004971191899
641	0.004953372455
642	0.004933905096
643	0.004916792925
644	0.00490057092
645	0.004878407197
646	0.004864454842
647	0.004854100207
648	0.004832266618
649	0.004813674434
650	0.00479809892
651	0.004776918967
652	0.00476160306
653	0.004740576034
654	0.004731741025
655	0.004713859781
656	0.004693321683
657	0.004672846956
658	0.004653915059
659	0.004639295612
660	0.004622186397
661	0.004602269044
662	0.004585290205
663	0.00456898206
664	0.004549271741
665	0.004536009744
666	0.004522071131
667	0.004508160251
668	0.004489130911
669	0.004470040617
670	0.00445395894
671	0.004444967331
672	0.004426226573
673	0.004414104289
674	0.00439560343
675	0.004377250801
676	0.004367230327
677	0.004349367563
678	0.00433644095
679	0.004328699477
680	0.004312890731
681	0.004305457648
682	0.004290461205
683	0.00428254191
684	0.004267697598
685	0.004255258855
686	0.004242904776
687	0.0042358447
688	0.004218816388
689	0.004202048629
690	0.004187721059
691	0.004180759853
692	0.004166570781
693	0.004154676405
694	0.004138285777
695	0.004121832127
696	0.004110137216
697	0.004096395739
698	0.004080536652
699	0.004073042832
700	0.004061668298
701	0.004050333143
702	0.004039060232
703	0.00402576259
704	0.004014621558
705	0.003999336091
706	0.003988312538
707	0.003973106548
708	0.00396021327
709	0.003945168334
710	0.003932445809
711	0.003921787859
712	0.003911166343
713	0.003898652264
714	0.003888171962
715	0.00387579873
716	0.003865417175
717	0.003853182648
718	0.003846451542
719	0.003832298924
720	0.003818169844
721	0.003808105827
722	0.003794217873
723	0.003780426555
724	0.00376876209
725	0.003758900035
726	0.003749122085
727	0.003739414227
728	0.003725889295
729	0.003714469632
730	0.003703118279
731	0.003691834634
732	0.003682388119
733	0.003673008538
734	0.003663638148
735	0.003652582964
736	0.003644135498
737	0.003633193929
738	0.003620478812
739	0.00360967176
740	0.003596986546
741	0.00358800076
742	0.003579041241
743	0.003570162202
744	0.003561316447
745	0.003552524238
746	0.003542098125
747	0.003533397837
748	0.003524739802
749	0.003514469443
750	0.003505901281
751	0.003497374428
752	0.003488842089
753	0.003480397177
754	0.003471982983
755	0.003463609033
756	0.003455267482
757	0.003450058993
758	0.003441763836
759	0.003431948024
760	0.003423753836
761	0.003414037004
762	0.003405942355
763	0.003397852916
764	0.003389817631
765	0.003381803907
766	0.003373859924
767	0.003365909653
768	0.003358007585
769	0.003350157823
770	0.003339081558
771	0.003331331793
772	0.003326895076
773	0.003319201345
774	0.003311500869
775	0.003303846582
776	0.003296242432
777	0.003288647212
778	0.003281127709
779	0.003272163957
780	0.003264676988
781	0.003257249037
782	0.003248410396
783	0.003241054291
784	0.003233746208
785	0.003225029859
786	0.003217752536
787	0.00321303522
788	0.003205841351
789	0.003198658653
790	0.003191497811
791	0.003182997829
792	0.003175928849
793	0.00316889097
794	0.003161870295
795	0.003153521113
796	0.003146566637
797	0.003139632858
798	0.003132758769
799	0.003128278597
800	0.00312146036
801	0.003114644442
802	0.00310653188
803	0.003098461023
804	0.003091754988
805	0.003085055476
806	0.003078413119
807	0.003071792858
808	0.003065214312
809	0.003058637636
810	0.003050803014
811	0.003044277336
812	0.003037800771
813	0.003030068805
814	0.003023638805
815	0.003017247979
816	0.003009616642
817	0.003003271445
818	0.002996964692
819	0.002990697026
820	0.002987125296
821	0.002980873929
822	0.002974672919
823	0.002968490723
824	0.002962333998
825	0.002956196705
826	0.002950064496
827	0.002943977526
828	0.002936695727
829	0.002930662402
830	0.002924653656
831	0.002918669338
832	0.002912709301
833	0.002906762187
834	0.002900839178
835	0.002897482162
836	0.002891596725
837	0.002885726749
838	0.002879899468
839	0.002874084739
840	0.00286828515
841	0.002865005122
842	0.002859266202
843	0.002853525911
844	0.00284783862
845	0.002844600908
846	0.002838926968
847	0.00283329728
848	0.00282768374
849	0.002822086722
850	0.00281651717
851	0.00281096941
852	0.002805443316
853	0.002799938761
854	0.002794450177
855	0.002788982926
856	0.002783548024
857	0.002778128378
858	0.002772724303
859	0.002767352073
860	0.002762000471
861	0.002756641128
862	0.002751324931
863	0.002746023793
864	0.002740742907
865	0.0027354651
866	0.00273250071
867	0.002727282068
868	0.002722083177
869	0.002716898486
870	0.002711718858
871	0.002706568112
872	0.002701447255
873	0.002696318633
874	0.002691230857
875	0.002686167397
876	0.002681112477
877	0.002678281951
878	0.00267326114
879	0.002668264188
880	0.002663280568
881	0.002658294401
882	0.002653342659
883	0.002650544312
884	0.00264563129
885	0.002640717526
886	0.002635971683
887	0.002631086609
888	0.002626226419
889	0.002621392536
890	0.002616576295
891	0.002611787412
892	0.002607010996
893	0.002602247034
894	0.002597500335
895	0.002592770804
896	0.002588067955
897	0.002583377209
898	0.002578708095
899	0.002574055703
900	0.002569410475
901	0.002564767018
902	0.002560154982
903	0.002555544673
904	0.0025509748
905	0.002546421119
906	0.002541874288
907	0.002537335551
908	0.002532825459
909	0.002528331261
910	0.002523857402
911	0.00251939014
912	0.002514930715
913	0.002510494744
914	0.002506083266
915	0.002501687148
916	0.002497297395
917	0.002492922915
918	0.002488572465
919	0.002484214324
920	0.002479889614
921	0.002475575409
922	0.002471276085
923	0.002466991566
924	0.00246272613
925	0.002458479573
926	0.002454247524
927	0.002450021368
928	0.002445809641
929	0.002443453474
930	0.002439264133
931	0.002435089034
932	0.002430936492
933	0.002426789623
934	0.002422660979
935	0.00241854626
936	0.002414449479
937	0.002410362378
938	0.002406288991
939	0.002402229251
940	0.002398178951
941	0.002394146308
942	0.002390131091
943	0.002386125247
944	0.002382128629
945	0.002378153283
946	0.002374191082
947	0.002370238052
948	0.002366294041
949	0.00236235604
950	0.002358438002
951	0.002354532849
952	0.002350648311
953	0.002346776471
954	0.002342917266
955	0.002340749898
956	0.002336910343
957	0.002333075581
958	0.002329253297
959	0.002325447311
960	0.002321657373
961	0.002317875966
962	0.002314106767
963	0.002310345874
964	0.002306604588
965	0.002302875304
966	0.002299154331
967	0.002295445275
968	0.002291751684
969	0.002288066277
970	0.002284388853
971	0.002280730459
972	0.002277083671
973	0.002273448436
974	0.00226981746
975	0.002266197983
976	0.00226258995
977	0.002259000454
978	0.002255422239
979	0.002251848153
980	0.002248292368
981	0.002244740658
982	0.002241200072
983	0.002237664188
984	0.002234152678
985	0.002230652085
986	0.002227155432
987	0.002223669648
988	0.002220194681
989	0.00221673048
990	0.002213276997
991	0.002209840966
992	0.002206412199
993	0.002202979245
994	0.002199568118
995	0.002196174157
996	0.002192790572
997	0.002189417314
998	0.00218752208
999	0.002184164899
